name,actions,inputRequired,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,requirements,trigger,toggle,hideChoices,charges,cost,frequency,cooldown,cooldownAfterEnd,maxDuration,durationDependsOnTarget,target,cannotTargetCaster,showonSkill,desc,specialdesc,critsuccess,success,failure,critfailure,targetNumbers/0/number,gainConditions/0/activationPrerequisite,gainConditions/0/addValue,gainConditions/0/choice,gainConditions/0/choiceBySubType,gainConditions/0/choiceLocked,gainConditions/0/duration,gainConditions/0/hideChoices,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/activationPrerequisite,gainConditions/1/choice,gainConditions/1/choiceLocked,gainConditions/1/choiceBySubType,gainConditions/1/copyChoiceFrom,gainConditions/1/duration,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/activationPrerequisite,gainConditions/2/choice,gainConditions/2/choiceLocked,gainConditions/2/duration,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,onceEffects/0/affected,onceEffects/0/value,castSpells/0/_className,castSpells/0/level,castSpells/0/name,castSpells/1/_className,castSpells/1/level,castSpells/1/name,showActivities/0,showSpells/0/level,showSpells/0/name,heightenedDescs/0/level,heightenedDescs/0/descs/0/value,heightenedDescs/0/descs/0/variable,heightenedDescs/0/descs/1/value,heightenedDescs/0/descs/1/variable,heightenedDescs/1/level,heightenedDescs/1/descs/0/value,heightenedDescs/1/descs/0/variable,heightenedDescs/1/descs/1/value,heightenedDescs/1/descs/1/variable,heightenedDescs/2/level,heightenedDescs/2/descs/0/value,heightenedDescs/2/descs/0/variable,heightenedDescs/2/descs/1/value,heightenedDescs/2/descs/1/variable,heightenedDescs/3/level,heightenedDescs/3/descs/0/value,heightenedDescs/3/descs/0/variable,heightenedDescs/3/descs/1/value,heightenedDescs/3/descs/1/variable,heightenedDescs/4/level,heightenedDescs/4/descs/0/value,heightenedDescs/4/descs/0/variable,heightenedDescs/4/descs/1/value,heightenedDescs/4/descs/1/variable,heightenedDescs/5/level,heightenedDescs/5/descs/0/value,heightenedDescs/5/descs/0/variable,heightenedDescs/5/descs/1/value,heightenedDescs/5/descs/1/variable,heightenedDescs/6/level,heightenedDescs/6/descs/0/value,heightenedDescs/6/descs/0/variable,heightenedDescs/6/descs/1/value,heightenedDescs/6/descs/1/variable,heightenedDescs/7/level,heightenedDescs/7/descs/0/value,heightenedDescs/7/descs/0/variable,heightenedDescs/7/descs/1/value,heightenedDescs/7/descs/1/variable,heightenedDescs/8/level,heightenedDescs/8/descs/0/value,heightenedDescs/8/descs/0/variable,heightenedDescs/8/descs/1/value,heightenedDescs/8/descs/1/variable,heightenedDescs/9/level,heightenedDescs/9/descs/0/value,heightenedDescs/9/descs/0/variable,heightenedDescs/9/descs/1/value,heightenedDescs/9/descs/1/variable,heightenedDescs/10/level,heightenedDescs/10/Descs/10/value,heightenedDescs/10/Descs/10/variable,heightenedDescs/10/Descs/1/value,heightenedDescs/10/Descs/1/variable,heightenedDescs/11/level,heightenedDescs/11/Descs/10/value,heightenedDescs/11/Descs/10/variable,heightenedDescs/11/Descs/1/value,heightenedDescs/11/Descs/1/variable,heightenedDescs/12/level,heightenedDescs/12/Descs/10/value,heightenedDescs/12/Descs/10/variable,heightenedDescs/12/Descs/1/value,heightenedDescs/12/Descs/1/variable,heightenedDescs/13/level,heightenedDescs/13/Descs/10/value,heightenedDescs/13/Descs/10/variable,heightenedDescs/13/Descs/1/value,heightenedDescs/13/Descs/1/variable,heightenedDescs/14/level,heightenedDescs/14/Descs/10/value,heightenedDescs/14/Descs/10/variable,heightenedDescs/14/Descs/1/value,heightenedDescs/14/Descs/1/variable
True Hypercognition,1A,,Bard,Concentrate,Manipulate,Metamagic,,,,,,,,,,,,,,,self,,,"Your mind works at an incredible pace. You instantly use up to five Recall Knowledge actions. If you have any special abilities or free actions that would normally be triggered when you Recall Knowledge, you can't use them for these actions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ringmaster's Introduction,Reaction,The ally may grant themselves the Ringmaster's Introduction condition for 1 turn.,Uncommon,Auditory,Bard,,,,,The ally hasn't acted in the current combat.,An ally's turn begins.,,,,,,,,,TRUE,ally,TRUE,,"You announce the triggering ally with a litany of their legendary achievements, spurring them to action. The target is quickened this turn and can spend the extra action to Stride, Strike, Demoralize, Feint, or Perform.",,,,,,,,,,,,5,,Ringmaster's Introduction (Originator),Ringmaster's Introduction,caster,,,,,,,5,Ringmaster's Introduction,Ringmaster's Introduction,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courteous Comeback,Reaction,,Uncommon,Fortune,Human,,,,,"You're in a settlement or community, and you haven't used Courteous Comeback in this settlement or community within the past month.",You critically fail a Diplomacy check.,,,,,,,,,,self,,Diplomacy,"You grew up in the proud Padishah Empire, where even insults have a certain poetic wit. Reroll the triggering Diplomacy check, using the second result.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Scuttle,Reaction,,Goblin,,,,,,,,An ally ends a move action adjacent to you.,,,,,,,,,,self,,,You take advantage of your ally's movement to adjust your position. You Step.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Song,1A,,Goblin,,,,,,,,,,,,,,,,,,area,,Performance,"You sing annoying goblin songs, distracting your foes with silly and repetitive lyrics. Attempt a Performance check against the Will DC of a single enemy within 30 feet. This has all the usual traits and restrictions of a Performance check. You can affect up to two targets within range if you have expert proficiency in Performance, four if you have master proficiency, and eight if you have legendary proficiency.",,The target takes a -1 status penalty to Perception checks and Will saves for 1 minute.,The target takes a -1 status penalty to Perception checks and Will saves for 1 round.,,The target is temporarily immune to attempts to use Goblin Song for 1 hour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankle Bite,Reaction,,Goblin,,,,,,,,A foe gives you the grabbed or restrained condition using a part of its body.,,,,,,,,,,other,,,"Whenever someone grabs onto you, you instinctively bite down hard. Sometimes that makes them let go, and sometimes it just makes them angrier, but either way, it's both satisfying and tasty. Make a jaws Strike against the triggering foe. On a critical hit, you are no longer grabbed. This Strike doesn't count toward your multiple attack penalty, and your multiple attack penalty doesn't apply to this Strike.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tail Spin,2A,,Goblin,,,,,,,,,,,,,,,,,,other,,Athletics,"You excel at using your tail as a weapon to upend your foes. Attempt a single Athletics check to Trip up to two adjacent creatures. If you roll a success against a target, you get a critical success against that target instead.",,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torch Goblin,1A,,Goblin,,,,,,,,,TRUE,,,,,,,,,self,,,"You've spent enough time on fire that you know how to use it to your advantage. You can light yourself thoroughly on fire with a held torch, a bottle of alchemist's fire, or a similar incendiary, dealing yourself 1d6 persistent fire damage. As long as you are suffering persistent fire damage, all your melee attacks against adjacent creatures deal an additional 1 fire damage per weapon damage die. Any creature that successfully Grapples, Shoves, or Trips you takes |dice=1d6 Fire| 1d6 fire damage; if it uses a weapon for that action, the weapon takes the damage instead. You must still attempt the flat check to remove the persistent fire damage each round, as normal.",,,,,,,,,,,,,,Torch Goblin,Torch Goblin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeze It!,1A,,Goblin,,,,,,,,,,,,,,,,,,other,,Athletics,"You are no rime hag or Jadwiga, but the magic of the north has still left a mark on you. Frigid ice runs through your veins, and you can expel frost from your body to freeze your foes. Attempt an Athletics check against the Fortitude DC of an adjacent foe. If you have master proficiency in Athletics, you can affect up to two adjacent foes, rolling one Athletics check against each foe.",,The target becomes clumsy 2 for 1 round.,The target becomes clumsy 1 for 1 round.,,The target is temporarily immune for 1 minute.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungry Goblin,,Activate this activity to gain temporary Hit Points equal to half your level for 1 minute.,Goblin,,,,,,,,,,,,,,,,,,self,,,"You'll eat anything and anyone. Whenever you inflict persistent bleed damage with your jaws unarmed attack, you gain temporary Hit Points equal to half your level for 1 minute.",,,,,,,,,,,,100,,Hungry Goblin,Hungry Goblin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll with It,Reaction,,Goblin,,,,,,,,A foe hits you with a melee weapon or unarmed attack.,,,,,,,,,,self,,,"When you take a big hit, your foe bounces you around like a rubber ball, but you escape the worst of the blow. Your foe can move you any distance of its choice up to 30 feet in a direction of its choice (this is not forced movement, and it triggers reactions as normal). You fall prone and are stunned 1. Attempt a DC 6 flat check. On a success, you take minimum damage from the attack, and on a critical success, if the attack was a critical hit, you don't take double damage from the critical hit.",,,,,,,,,,,,,,Prone,Roll with It,,,,,,,,,Stunned,Roll with It,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retributive Strike,Reaction,,Champion,,,,,,,,"An enemy damages your ally, and both are within 15 feet of you.",,,,,,,,,,ally,TRUE,,"You protect your ally and strike your foe. The ally gains resistance to all damage against the triggering damage equal to 2 + your level. If the foe is within reach, make a melee Strike against it.",,,,,,,,,,,,1,,Retributive Strike (Originator),Retributive Strike,caster,,,,,,,,Retributive Strike,Retributive Strike,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glimpse of Redemption,Reaction,,Champion,,,,,,,,"An enemy damages your ally, and both are within 15 feet of you.",,,,,,,,,,ally,TRUE,,"Your foe hesitates under the weight of sin as visions of redemption play in their mind's eye. The foe must choose one of the following options:

The ally is unharmed by the triggering damage.
The ally gains resistance to all damage against the triggering damage equal to 2 + your level. After the damaging effect is applied, the enemy becomes enfeebled 2 until the end of its next turn.",,,,,,,,,,,,1,,Glimpse of Redemption (Originator),Glimpse of Redemption,caster,,,,,,Glimpse of Redemption (Originator),,Glimpse of Redemption,Glimpse of Redemption,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberating Step,Reaction,,Champion,,,,,,,,"An enemy damages, Grabs, or Grapples your ally, and both are within 15 feet of you.",,,,,,,,,,ally,TRUE,,"You free an ally from restraint. If the trigger was an ally taking damage, the ally gains resistance to all damage against the triggering damage equal to 2 + your level. The ally can attempt to break free of effects grabbing, restraining, immobilizing, or paralyzing them. They either attempt a new save against one such effect that allows a save, or attempt to Escape from one effect as a free action. If they can move, the ally can Step as a free action, even if they didn't need to escape.",,,,,,,,,,,,1,,Liberating Step (Originator),Liberating Step,caster,,,,,,,,Liberating Step,Liberating Step,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reflective Scales Discharge,2A,,Concentrate,Manipulate,,,,,,,,,,,,,,,,,area,,,"The reflective scales store up energy as they protect you. Keep track of how much damage the scales have prevented. You explode your scales outward in a 20-foot radius around you, dealing |dice=1d6| 1d6 damage of the chosen type to all creatures in the area for every 10 damage the scales have prevented, to a maximum of 10d6 damage (plus 5d6 for every 2 levels after 4th) after preventing 100 damage (plus 50 for every 2 levels after 4th). Once you do so, the spell ends.",,,,,,,,,,,,0,,Reflective Scales Discharge,Reflective Scales Discharge,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keep Up Appearances,Reaction,,Uncommon,Human,,,,,,,You are affected by an emotion effect.,,,,,,,,,,area,,Deception,"Taldan pride means you never show weakness. Roll a Deception check and compare the result to any observing creatures' Perception DCs. On a success, that creature believes you were unaffected by the emotion effect. A creature tricked in this manner can't benefit from the emotion effect and can't use abilities that require you to be under this emotion effect; for example, if you successfully use this ability to trick a will-o'-wisp into believing you aren't under a fear effect, it can't use its Feed on Fear ability on you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Know Oneself,Reaction,,Uncommon,Fortune,Human,,,,,,You roll a critical failure on a saving throw against an emotion effect.,,,,,once per day,144000,,,,self,,,You center yourself and call to mind the Vudrani monastic ideals of mindfulness and self-knowledge. You fail the save against the emotion effect instead of critically failing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saoc Astrology,1A,,Uncommon,Concentrate,Human,,,,,You must spend 10 minutes just after your daily preparations examining the sky or consulting a star chart or you can't use this action that day.,,TRUE,,3,,3 times per day,144000,,1,,self,,,"The ancient Saoc Brethren were the masters of astrology, and while your knowledge may be but a pale shadow of their wisdom, it still comes in handy. You recall the stars' predictions about your current situation. If your next action requires you to attempt one or more skill checks, roll 1d8. On a result of 6, 7, or 8, you gain a +2 circumstance bonus to the first such skill check you attempt. On a 3, 4, or 5, you gain a +1 circumstance bonus. On a 2, you gain nothing. On a 1, you take a -1 circumstance penalty to the skill check.",,,,,,,,,,,,1,,Saoc Astrology,Saoc Astrology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tupilaq Carver,Free,,Human,Uncommon,,,,,,,,,,,,,,,,,self,,,"You know the truth behind old stories that tell of sending a fetish of bone and sinew to seek vengeance. If your next action is to cast summon construct, you include a drop of blood, lock of hair, or other portion of a creature's body as part of the spell's material component, and the summoned construct gains a +4 status bonus to Perception checks to sense or locate that creature.",,,,,,,,,,,,-1,,Tupilaq Carver,Tupilaq Carver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible Improvisation,Free,,Human,,,,,,,,You attempt a check using a skill you're untrained in.,TRUE,,,,once per day,144000,,1,,self,,,A stroke of brilliance gives you a major advantage with a skill despite your inexperience. Gain a +4 circumstance bonus to the triggering skill check.,,,,,,,,,,,,1,,Incredible Improvisation,Incredible Improvisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Pact,1 minute,You take 1 damage automatically when you activate Shadow Pact.,Human,,,,,,,,,,,,,,,,,,self,,,"Thousands of years ago, your ancestors made a pact with Zon-Kuthon. He has not forgotten, even if you might wish he had. You can take 1 damage to mix blood and shadows to cast 5th-level creation as an innate divine spell. You can use this ability as often as you wish, but you can have only one such object in existence at a time. If the object encounters bright light, the spell ends and the object dissolves into shadows.",,,,,,,,,,,,6000,,Shadow Pact,Shadow Pact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orc Superstition,Reaction,,Concentrate,Orc,,,,,,,"You attempt a saving throw against a spell or magical effect, before rolling.",TRUE,,,,,,,1,,self,,,You defend yourself against magic by relying on techniques derived from orc cultural superstitions. You gain a +1 circumstance bonus to your saving throw against the triggering spell or magical effect.,,,,,,,,,,,,1,,Orc Superstition,Orc Superstition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victorious Vigor,Reaction,,Orc,,,,,,,,You bring a foe to 0 Hit Points.,,,,,,,,,,self,,,Your victories in battle fill you with pride and imbue you with the energy to fight a bit longer despite your wounds. You gain temporary Hit Points equal to your Constitution modifier until the end of your next turn.,,,,,,,,,,,,15,,Victorious Vigor,Victorious Vigor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Stealth,1A,,Elf,,,,,,,You are in a forest or jungle environment near an environmental feature that would allow you to Take Cover.,,,,,,,,,,,self,,,You are skilled at quickly hiding behind bits of underbrush or foliage. You Take Cover and then use that cover to Hide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brightness Seeker,10 minutes,,Elf,,,,,,,,,,,,,once per day,144000,,,,self,,,"Once per day, you can spend 10 minutes studying your surroundings in search of omens related to a particular course of action to cast augury as an innate divine spell. Unless the result of the augury was ""nothing,"" you gain the following reaction for the next 30 minutes:",,,,,,,,,,,,3000,,Brightness Seeker,Brightness Seeker,,,,,,,,,,,,,,,,,,,,,,SpellCast,2,Augury,,,,Call Upon the Brightness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call Upon the Brightness,Reaction,,Elf,,,,,,,,"You attempt an attack roll, skill check, or saving throw while performing the course of action from your augury, but you haven't rolled yet.",TRUE,,,,,,,1,,self,,,"You gain a +1 status bonus to the triggering check, or a +2 status bonus if the result of the augury was ""woe"" and you proceeded anyway.",,,,,,,,,,,,1,,Call Upon the Brightness,Call Upon the Brightness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elf Step,1A,,Elf,,,,,,,,,,,,,,,,,,self,,,"You move in a graceful dance, and even your steps are broad. You Step 5 feet twice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Longevity,1A,You can already freely change the skills you selected with Ancestral Longevity and Expert Longevity. Universal Longevity gives you in-game permission to do once per day without making your daily preparations.,Elf,,,,,,,,,,,,,once per day,144000,,,,self,,,"You've perfected your ability to keep up with all the skills you've learned over your long life, so you're almost never truly untrained at a skill. You reflect on your life experiences, changing the skills you selected with Ancestral Longevity and Expert Longevity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envenom Fangs,1A,,Lizardfolk,,,,,,,,,,,1,,a number of times per day equal to your level,144000,,,,self,,,"You envenom your fangs. If the next fangs Strike you make before the end of your next turn hits and deals damage, the Strike deals an additional |dice=1d6 Poison| 1d6 poison damage. On a critical failure, the poison is wasted as normal.",,,,,,,,,,,,15,,Envenom Fangs,Envenom Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shed Tail,Reaction,,Lizardfolk,,,,,,,You have a fully grown tail.,You become grabbed.,,,,,,1008000,,,,self,,,"You can shed your tail to escape. You cease being grabbed, then Stride without triggering any reactions from the creature that grabbed you. It takes 1 week for your tail to fully grow back. Until it does, you can't use your tail unarmed attack, and you take a -2 circumstance penalty on checks to Balance.",,,,,,,,,,,,1008000,,Shed Tail,Shed Tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guided by the Stars,Free,,Fortune,Lizardfolk,,,,,,,You are about to attempt a skill check or saving throw.,,,,,once per day,144000,,,,self,,,"The stars grant you insights that guide your actions. You roll twice and take the better result. If it's night and you can see the stars, you gain a +1 circumstance bonus to the triggering roll.",,,,,,,,,,,,1,,Guided by the Stars,Guided by the Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenge in Glory,Reaction,,Uncommon,Dwarf,,,,,,,An ally within 30 feet gains the dying condition.,,,,,once per day,144000,,,,self,,,"You honor your ally's life, gaining temporary Hit Points equal to your level for 1 minute. As long as you have these temporary Hit Points, you gain a +1 circumstance bonus to attack and damage rolls.",,,,,,,,,,,,100,,Avenge in Glory,Avenge in Glory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clan's Edge,2A,,Dwarf,,,,,,,,,,,,,,,,,,self,,,"By moving your clan dagger with rapid precision, you can protect yourself more effectively. Make two clan dagger Strikes against different targets. Your multiple attack penalty applies normally to these Strikes. You then use an Interact action to gain the +1 circumstance bonus to your AC from your clan dagger's parrying trait.",,,,,,,,,,,,10,,Clan's Edge,Clan's Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vengeful Hatred,,Activate this activity whenever a creature critically succeeds at an attack against you and deals damage to you.,Dwarf,,,,,,,,,,,,,,,,,,self,,,"In addition to your bonus against your dwarven ancestral foes, if a creature critically succeeds at an attack against you and deals damage to you, you gain your bonus to damage against that creature for 1 minute regardless of whether it has the chosen trait. You gain a +1 circumstance bonus to damage with weapons and unarmed attacks against this creature. If your attack would deal more than one weapon die of damage (as is common at higher levels than 1st), the bonus is equal to the number of weapon dice or unarmed attack dice.",,,,,,,,,,,,100,,Vengeful Hatred,Vengeful Hatred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulder Roll,2A,,Dwarf,,,,,,,,,,,,,,,,,,other,,,"Your dwarven build allows you to push foes around, just like a mighty boulder tumbles through a subterranean cavern. Take a Step into the square of a foe that is your size or smaller, and the foe must move into the empty space directly behind it. The foe must move even if doing so places it in harm's way. The foe can attempt a Fortitude saving throw against your Athletics DC to block your Step. If the foe attempts this saving throw, unless it critically succeeds, it takes bludgeoning damage equal to your level plus your Strength modifier.

If the foe can't move into an empty space (if it is surrounded by solid objects or other creatures, for example), your Boulder Roll has no effect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moment of Clarity,1A,,Barbarian,Concentrate,Rage,,,,,,,,,,,,,,,,self,,,"You push back your rage for a moment in order to think clearly. Until the end of this turn, you can use actions with the concentrate trait even if those actions don't have the rage trait.",,,,,,,,,,,,5,,Moment of Clarity,Moment of Clarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furious Finish,1A,,Barbarian,Rage,,,,,,,,TRUE,,,,,,,1,,other,,,"Desperate to finish the fight, you pour all your rage into one final blow. Make a Strike. If it hits, you gain a circumstance bonus to damage equal to the number of rounds remaining in your Rage (maximum 10). After this Strike, your Rage immediately ends, and you are fatigued until you rest for at least 10 minutes.",,,,,,,,,,,,1,,Furious Finish,Furious Finish,caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Escape,Reaction,,Barbarian,Rage,,,,,,,A foe within reach attempts to move away from you.,,,,,,,,,,other,,,"You keep pace with a retreating foe. Stride up to your Speed, following the foe and keeping it in reach throughout its movement until it stops moving or you've moved your full Speed. You can use No Escape to Burrow, Climb, Fly, or Swim instead of Stride if you have the corresponding movement type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second Wind,,"While this is activated, you can enter Rage without waiting.",Barbarian,,,,,,,,,TRUE,,,,,,,,,self,,,"You can enter a second rage, but afterward you need to catch your breath. You can Rage without waiting for 1 minute after the previous Rage (or 1 round, with quick rage), but when you end this second Rage, you're fatigued until you rest for 10 minutes.",,,,,,,,,,,,,,Second Wind,Second Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
